Year | Année,Facility Name | Nom de l'installation,Sample Station Name | Nom de la station d'échantillonnage,Latitude | Latitude,Longitude | Longitude,Sample Type (English) | Type d'échantillon (anglais),Sample Type (French) | Type d'échantillon (français),Substance Name (English) | Nom de substance (anglais),Substance Name (French) | Nom de substance (français),Statistical Quantity (English) | Quantité statistique (anglais),Statistical Quantity (French) | Quantité statistique (français),<,Result | Résultat,Units | Unités
2012,SRBT,SE2000,45.8054,-77.1180,Air Quality,Qualité de l'air,Tritium Oxide (HTO),Tritium (Eau tritiée),Monthly Total,Total mensuel,,0.33,Bq/m3
2012,SRBT,E250,45.8054,-77.1180,Air Quality,Qualité de l'air,Tritium Oxide (HTO),Tritium (Eau tritiée),Monthly Total,Total mensuel,,2.2,Bq/m3
2012,SRBT,E500,45.8054,-77.1180,Air Quality,Qualité de l'air,Tritium Oxide (HTO),Tritium (Eau tritiée),Monthly Total,Total mensuel,,0.92,Bq/m3
2012,SRBT,E1000,45.8054,-77.1180,Air Quality,Qualité de l'air,Tritium Oxide (HTO),Tritium (Eau tritiée),Monthly Total,Total mensuel,,0.36,Bq/m3
2012,SRBT,NE250,45.8054,-77.1180,Air Quality,Qualité de l'air,Tritium Oxide (HTO),Tritium (Eau tritiée),Monthly Total,Total mensuel,,3,Bq/m3
2012,SRBT,NE500,45.8054,-77.1180,Air Quality,Qualité de l'air,Tritium Oxide (HTO),Tritium (Eau tritiée),Monthly Total,Total mensuel,,1,Bq/m3
2012,SRBT,NE1000,45.8054,-77.1180,Air Quality,Qualité de l'air,Tritium Oxide (HTO),Tritium (Eau tritiée),Monthly Total,Total mensuel,,0.33,Bq/m3
2012,SRBT,NE2000,45.8054,-77.1180,Air Quality,Qualité de l'air,Tritium Oxide (HTO),Tritium (Eau tritiée),Monthly Total,Total mensuel,,0.33,Bq/m3
2012,SRBT,N250,45.8054,-77.1180,Air Quality,Qualité de l'air,Tritium Oxide (HTO),Tritium (Eau tritiée),Monthly Total,Total mensuel,,1.1,Bq/m3
2012,SRBT,N500,45.8054,-77.1180,Air Quality,Qualité de l'air,Tritium Oxide (HTO),Tritium (Eau tritiée),Monthly Total,Total mensuel,,0.31,Bq/m3
2012,SRBT,N1000,45.8054,-77.1180,Air Quality,Qualité de l'air,Tritium Oxide (HTO),Tritium (Eau tritiée),Monthly Total,Total mensuel,,0.39,Bq/m3
2012,SRBT,NW250,45.8054,-77.1180,Air Quality,Qualité de l'air,Tritium Oxide (HTO),Tritium (Eau tritiée),Monthly Total,Total mensuel,,2.9,Bq/m3
2012,SRBT,NW500,45.8054,-77.1180,Air Quality,Qualité de l'air,Tritium Oxide (HTO),Tritium (Eau tritiée),Monthly Total,Total mensuel,,1.3,Bq/m3
2012,SRBT,NW1000,45.8054,-77.1180,Air Quality,Qualité de l'air,Tritium Oxide (HTO),Tritium (Eau tritiée),Monthly Total,Total mensuel,,,Bq/m3
2012,SRBT,NW2000,45.8054,-77.1180,Air Quality,Qualité de l'air,Tritium Oxide (HTO),Tritium (Eau tritiée),Monthly Total,Total mensuel,,0.31,Bq/m3
2012,SRBT,W250,45.8054,-77.1180,Air Quality,Qualité de l'air,Tritium Oxide (HTO),Tritium (Eau tritiée),Monthly Total,Total mensuel,,1,Bq/m3
2012,SRBT,W500,45.8054,-77.1180,Air Quality,Qualité de l'air,Tritium Oxide (HTO),Tritium (Eau tritiée),Monthly Total,Total mensuel,,0.8,Bq/m3
2012,SRBT,W1000,45.8054,-77.1180,Air Quality,Qualité de l'air,Tritium Oxide (HTO),Tritium (Eau tritiée),Monthly Total,Total mensuel,,0.51,Bq/m3
2012,SRBT,SW250,45.8054,-77.1180,Air Quality,Qualité de l'air,Tritium Oxide (HTO),Tritium (Eau tritiée),Monthly Total,Total mensuel,,0.49,Bq/m3
2012,SRBT,SW500,45.8054,-77.1180,Air Quality,Qualité de l'air,Tritium Oxide (HTO),Tritium (Eau tritiée),Monthly Total,Total mensuel,,0.31,Bq/m3
2012,SRBT,SW1000,45.8054,-77.1180,Air Quality,Qualité de l'air,Tritium Oxide (HTO),Tritium (Eau tritiée),Monthly Total,Total mensuel,,0.31,Bq/m3
2012,SRBT,SW2000,45.8054,-77.1180,Air Quality,Qualité de l'air,Tritium Oxide (HTO),Tritium (Eau tritiée),Monthly Total,Total mensuel,,0.32,Bq/m3
2012,SRBT,S250,45.8054,-77.1180,Air Quality,Qualité de l'air,Tritium Oxide (HTO),Tritium (Eau tritiée),Monthly Total,Total mensuel,,1.5,Bq/m3
2012,SRBT,S500,45.8054,-77.1180,Air Quality,Qualité de l'air,Tritium Oxide (HTO),Tritium (Eau tritiée),Monthly Total,Total mensuel,,0.31,Bq/m3
2012,SRBT,S1000,45.8054,-77.1180,Air Quality,Qualité de l'air,Tritium Oxide (HTO),Tritium (Eau tritiée),Monthly Total,Total mensuel,,0.31,Bq/m3
2012,SRBT,SE250,45.8054,-77.1180,Air Quality,Qualité de l'air,Tritium Oxide (HTO),Tritium (Eau tritiée),Monthly Total,Total mensuel,,0.95,Bq/m3
2012,SRBT,SE500,45.8054,-77.1180,Air Quality,Qualité de l'air,Tritium Oxide (HTO),Tritium (Eau tritiée),Monthly Total,Total mensuel,,0.44,Bq/m3
2012,SRBT,SE1000,45.8054,-77.1180,Air Quality,Qualité de l'air,Tritium Oxide (HTO),Tritium (Eau tritiée),Monthly Total,Total mensuel,,0.31,Bq/m3
2012,SRBT,SE2000,45.8054,-77.1180,Air Quality,Qualité de l'air,Tritium Oxide (HTO),Tritium (Eau tritiée),Monthly Total,Total mensuel,,0.3,Bq/m3
2012,SRBT,E250,45.8054,-77.1180,Air Quality,Qualité de l'air,Tritium Oxide (HTO),Tritium (Eau tritiée),Monthly Total,Total mensuel,,1.1,Bq/m3
2012,SRBT,E500,45.8054,-77.1180,Air Quality,Qualité de l'air,Tritium Oxide (HTO),Tritium (Eau tritiée),Monthly Total,Total mensuel,,0.6,Bq/m3
2012,SRBT,E1000,45.8054,-77.1180,Air Quality,Qualité de l'air,Tritium Oxide (HTO),Tritium (Eau tritiée),Monthly Total,Total mensuel,,0.37,Bq/m3
2012,SRBT,NE250,45.8054,-77.1180,Air Quality,Qualité de l'air,Tritium Oxide (HTO),Tritium (Eau tritiée),Monthly Total,Total mensuel,,2.1,Bq/m3
2012,SRBT,NE500,45.8054,-77.1180,Air Quality,Qualité de l'air,Tritium Oxide (HTO),Tritium (Eau tritiée),Monthly Total,Total mensuel,,0.69,Bq/m3
2012,SRBT,NE1000,45.8054,-77.1180,Air Quality,Qualité de l'air,Tritium Oxide (HTO),Tritium (Eau tritiée),Monthly Total,Total mensuel,,0.54,Bq/m3
2012,SRBT,NE2000,45.8054,-77.1180,Air Quality,Qualité de l'air,Tritium Oxide (HTO),Tritium (Eau tritiée),Monthly Total,Total mensuel,,0.31,Bq/m3
2012,SRBT,N250,45.8054,-77.1180,Air Quality,Qualité de l'air,Tritium Oxide (HTO),Tritium (Eau tritiée),Monthly Total,Total mensuel,,0.95,Bq/m3
2012,SRBT,N500,45.8054,-77.1180,Air Quality,Qualité de l'air,Tritium Oxide (HTO),Tritium (Eau tritiée),Monthly Total,Total mensuel,,0.55,Bq/m3
2012,SRBT,N1000,45.8054,-77.1180,Air Quality,Qualité de l'air,Tritium Oxide (HTO),Tritium (Eau tritiée),Monthly Total,Total mensuel,,0.31,Bq/m3
2012,SRBT,NW250,45.8054,-77.1180,Air Quality,Qualité de l'air,Tritium Oxide (HTO),Tritium (Eau tritiée),Monthly Total,Total mensuel,,1.3,Bq/m3
2012,SRBT,NW500,45.8054,-77.1180,Air Quality,Qualité de l'air,Tritium Oxide (HTO),Tritium (Eau tritiée),Monthly Total,Total mensuel,,0.49,Bq/m3
2012,SRBT,NW1000,45.8054,-77.1180,Air Quality,Qualité de l'air,Tritium Oxide (HTO),Tritium (Eau tritiée),Monthly Total,Total mensuel,,0.45,Bq/m3
2012,SRBT,NW2000,45.8054,-77.1180,Air Quality,Qualité de l'air,Tritium Oxide (HTO),Tritium (Eau tritiée),Monthly Total,Total mensuel,,0.31,Bq/m3
2012,SRBT,W250,45.8054,-77.1180,Air Quality,Qualité de l'air,Tritium Oxide (HTO),Tritium (Eau tritiée),Monthly Total,Total mensuel,,0.59,Bq/m3
2012,SRBT,W500,45.8054,-77.1180,Air Quality,Qualité de l'air,Tritium Oxide (HTO),Tritium (Eau tritiée),Monthly Total,Total mensuel,,0.36,Bq/m3
2012,SRBT,W1000,45.8054,-77.1180,Air Quality,Qualité de l'air,Tritium Oxide (HTO),Tritium (Eau tritiée),Monthly Total,Total mensuel,,0.33,Bq/m3
2012,SRBT,SW250,45.8054,-77.1180,Air Quality,Qualité de l'air,Tritium Oxide (HTO),Tritium (Eau tritiée),Monthly Total,Total mensuel,,0.48,Bq/m3
2012,SRBT,SW500,45.8054,-77.1180,Air Quality,Qualité de l'air,Tritium Oxide (HTO),Tritium (Eau tritiée),Monthly Total,Total mensuel,,0.31,Bq/m3
2012,SRBT,SW1000,45.8054,-77.1180,Air Quality,Qualité de l'air,Tritium Oxide (HTO),Tritium (Eau tritiée),Monthly Total,Total mensuel,,0.31,Bq/m3
2012,SRBT,SW2000,45.8054,-77.1180,Air Quality,Qualité de l'air,Tritium Oxide (HTO),Tritium (Eau tritiée),Monthly Total,Total mensuel,,0.3,Bq/m3
2012,SRBT,S250,45.8054,-77.1180,Air Quality,Qualité de l'air,Tritium Oxide (HTO),Tritium (Eau tritiée),Monthly Total,Total mensuel,,0.33,Bq/m3
2012,SRBT,S500,45.8054,-77.1180,Air Quality,Qualité de l'air,Tritium Oxide (HTO),Tritium (Eau tritiée),Monthly Total,Total mensuel,,0.31,Bq/m3
2012,SRBT,S1000,45.8054,-77.1180,Air Quality,Qualité de l'air,Tritium Oxide (HTO),Tritium (Eau tritiée),Monthly Total,Total mensuel,,0.3,Bq/m3
2012,SRBT,SE250,45.8054,-77.1180,Air Quality,Qualité de l'air,Tritium Oxide (HTO),Tritium (Eau tritiée),Monthly Total,Total mensuel,,1.3,Bq/m3
2012,SRBT,SE500,45.8054,-77.1180,Air Quality,Qualité de l'air,Tritium Oxide (HTO),Tritium (Eau tritiée),Monthly Total,Total mensuel,,0.75,Bq/m3
2012,SRBT,SE1000,45.8054,-77.1180,Air Quality,Qualité de l'air,Tritium Oxide (HTO),Tritium (Eau tritiée),Monthly Total,Total mensuel,,0.31,Bq/m3
2012,SRBT,SE2000,45.8054,-77.1180,Air Quality,Qualité de l'air,Tritium Oxide (HTO),Tritium (Eau tritiée),Monthly Total,Total mensuel,,0.31,Bq/m3
2012,SRBT,E250,45.8054,-77.1180,Air Quality,Qualité de l'air,Tritium Oxide (HTO),Tritium (Eau tritiée),Monthly Total,Total mensuel,,1.3,Bq/m3
2012,SRBT,E500,45.8054,-77.1180,Air Quality,Qualité de l'air,Tritium Oxide (HTO),Tritium (Eau tritiée),Monthly Total,Total mensuel,,0.48,Bq/m3
2012,SRBT,E1000,45.8054,-77.1180,Air Quality,Qualité de l'air,Tritium Oxide (HTO),Tritium (Eau tritiée),Monthly Total,Total mensuel,,0.31,Bq/m3
2012,SRBT,NE250,45.8054,-77.1180,Air Quality,Qualité de l'air,Tritium Oxide (HTO),Tritium (Eau tritiée),Monthly Total,Total mensuel,,0.91,Bq/m3
2012,SRBT,NE500,45.8054,-77.1180,Air Quality,Qualité de l'air,Tritium Oxide (HTO),Tritium (Eau tritiée),Monthly Total,Total mensuel,,0.35,Bq/m3
2012,SRBT,NE1000,45.8054,-77.1180,Air Quality,Qualité de l'air,Tritium Oxide (HTO),Tritium (Eau tritiée),Monthly Total,Total mensuel,,0.31,Bq/m3
2012,SRBT,NE2000,45.8054,-77.1180,Air Quality,Qualité de l'air,Tritium Oxide (HTO),Tritium (Eau tritiée),Monthly Total,Total mensuel,,0.31,Bq/m3
2012,SRBT,N250,45.8054,-77.1180,Air Quality,Qualité de l'air,Tritium Oxide (HTO),Tritium (Eau tritiée),Monthly Total,Total mensuel,,0.3,Bq/m3
2012,SRBT,N500,45.8054,-77.1180,Air Quality,Qualité de l'air,Tritium Oxide (HTO),Tritium (Eau tritiée),Monthly Total,Total mensuel,,0.31,Bq/m3
2012,SRBT,N1000,45.8054,-77.1180,Air Quality,Qualité de l'air,Tritium Oxide (HTO),Tritium (Eau tritiée),Monthly Total,Total mensuel,,0.3,Bq/m3
2012,SRBT,NW250,45.8054,-77.1180,Air Quality,Qualité de l'air,Tritium Oxide (HTO),Tritium (Eau tritiée),Monthly Total,Total mensuel,,1.5,Bq/m3
2012,SRBT,NW500,45.8054,-77.1180,Air Quality,Qualité de l'air,Tritium Oxide (HTO),Tritium (Eau tritiée),Monthly Total,Total mensuel,,0.38,Bq/m3
2012,SRBT,NW1000,45.8054,-77.1180,Air Quality,Qualité de l'air,Tritium Oxide (HTO),Tritium (Eau tritiée),Monthly Total,Total mensuel,,0.32,Bq/m3
2012,SRBT,NW2000,45.8054,-77.1180,Air Quality,Qualité de l'air,Tritium Oxide (HTO),Tritium (Eau tritiée),Monthly Total,Total mensuel,,0.3,Bq/m3
2012,SRBT,W250,45.8054,-77.1180,Air Quality,Qualité de l'air,Tritium Oxide (HTO),Tritium (Eau tritiée),Monthly Total,Total mensuel,,0.38,Bq/m3
2012,SRBT,W500,45.8054,-77.1180,Air Quality,Qualité de l'air,Tritium Oxide (HTO),Tritium (Eau tritiée),Monthly Total,Total mensuel,,0.39,Bq/m3
2012,SRBT,W1000,45.8054,-77.1180,Air Quality,Qualité de l'air,Tritium Oxide (HTO),Tritium (Eau tritiée),Monthly Total,Total mensuel,,0.3,Bq/m3
2012,SRBT,SW250,45.8054,-77.1180,Air Quality,Qualité de l'air,Tritium Oxide (HTO),Tritium (Eau tritiée),Monthly Total,Total mensuel,,0.41,Bq/m3
2012,SRBT,SW500,45.8054,-77.1180,Air Quality,Qualité de l'air,Tritium Oxide (HTO),Tritium (Eau tritiée),Monthly Total,Total mensuel,,0.3,Bq/m3
2012,SRBT,SW1000,45.8054,-77.1180,Air Quality,Qualité de l'air,Tritium Oxide (HTO),Tritium (Eau tritiée),Monthly Total,Total mensuel,,0.3,Bq/m3
2012,SRBT,SW2000,45.8054,-77.1180,Air Quality,Qualité de l'air,Tritium Oxide (HTO),Tritium (Eau tritiée),Monthly Total,Total mensuel,,0.31,Bq/m3
2012,SRBT,S250,45.8054,-77.1180,Air Quality,Qualité de l'air,Tritium Oxide (HTO),Tritium (Eau tritiée),Monthly Total,Total mensuel,,0.87,Bq/m3
2012,SRBT,S500,45.8054,-77.1180,Air Quality,Qualité de l'air,Tritium Oxide (HTO),Tritium (Eau tritiée),Monthly Total,Total mensuel,,0.3,Bq/m3
2012,SRBT,S1000,45.8054,-77.1180,Air Quality,Qualité de l'air,Tritium Oxide (HTO),Tritium (Eau tritiée),Monthly Total,Total mensuel,,0.3,Bq/m3
2012,SRBT,SE250,45.8054,-77.1180,Air Quality,Qualité de l'air,Tritium Oxide (HTO),Tritium (Eau tritiée),Monthly Total,Total mensuel,,3.1,Bq/m3
2012,SRBT,SE500,45.8054,-77.1180,Air Quality,Qualité de l'air,Tritium Oxide (HTO),Tritium (Eau tritiée),Monthly Total,Total mensuel,,1.3,Bq/m3
2012,SRBT,SE1000,45.8054,-77.1180,Air Quality,Qualité de l'air,Tritium Oxide (HTO),Tritium (Eau tritiée),Monthly Total,Total mensuel,,0.3,Bq/m3
2012,SRBT,SE2000,45.8054,-77.1180,Air Quality,Qualité de l'air,Tritium Oxide (HTO),Tritium (Eau tritiée),Monthly Total,Total mensuel,,0.3,Bq/m3
2012,SRBT,E250,45.8054,-77.1180,Air Quality,Qualité de l'air,Tritium Oxide (HTO),Tritium (Eau tritiée),Monthly Total,Total mensuel,,1.4,Bq/m3
2012,SRBT,E500,45.8054,-77.1180,Air Quality,Qualité de l'air,Tritium Oxide (HTO),Tritium (Eau tritiée),Monthly Total,Total mensuel,,0.51,Bq/m3
2012,SRBT,E1000,45.8054,-77.1180,Air Quality,Qualité de l'air,Tritium Oxide (HTO),Tritium (Eau tritiée),Monthly Total,Total mensuel,,0.3,Bq/m3
2012,SRBT,NE250,45.8054,-77.1180,Air Quality,Qualité de l'air,Tritium Oxide (HTO),Tritium (Eau tritiée),Monthly Total,Total mensuel,,0.58,Bq/m3
2012,SRBT,NE500,45.8054,-77.1180,Air Quality,Qualité de l'air,Tritium Oxide (HTO),Tritium (Eau tritiée),Monthly Total,Total mensuel,,0.3,Bq/m3
2012,SRBT,NE1000,45.8054,-77.1180,Air Quality,Qualité de l'air,Tritium Oxide (HTO),Tritium (Eau tritiée),Monthly Total,Total mensuel,,0.3,Bq/m3
2012,SRBT,NE2000,45.8054,-77.1180,Air Quality,Qualité de l'air,Tritium Oxide (HTO),Tritium (Eau tritiée),Monthly Total,Total mensuel,,0.3,Bq/m3
2013,SRBT,N250,45.8054,-77.1180,Air Quality,Qualité de l'air,Tritium Oxide (HTO),Tritium (Eau tritiée),Monthly Total,Total mensuel,,0.83,Bq/m3
2013,SRBT,N500,45.8054,-77.1180,Air Quality,Qualité de l'air,Tritium Oxide (HTO),Tritium (Eau tritiée),Monthly Total,Total mensuel,,0.85,Bq/m3
2013,SRBT,N1000,45.8054,-77.1180,Air Quality,Qualité de l'air,Tritium Oxide (HTO),Tritium (Eau tritiée),Monthly Total,Total mensuel,,0.35,Bq/m3
2013,SRBT,NW250,45.8054,-77.1180,Air Quality,Qualité de l'air,Tritium Oxide (HTO),Tritium (Eau tritiée),Monthly Total,Total mensuel,,3.4,Bq/m3
2013,SRBT,NW500,45.8054,-77.1180,Air Quality,Qualité de l'air,Tritium Oxide (HTO),Tritium (Eau tritiée),Monthly Total,Total mensuel,,1.2,Bq/m3
2013,SRBT,NW1000,45.8054,-77.1180,Air Quality,Qualité de l'air,Tritium Oxide (HTO),Tritium (Eau tritiée),Monthly Total,Total mensuel,,0.62,Bq/m3
2013,SRBT,NW2000,45.8054,-77.1180,Air Quality,Qualité de l'air,Tritium Oxide (HTO),Tritium (Eau tritiée),Monthly Total,Total mensuel,,1.1,Bq/m3
2013,SRBT,W250,45.8054,-77.1180,Air Quality,Qualité de l'air,Tritium Oxide (HTO),Tritium (Eau tritiée),Monthly Total,Total mensuel,,0.67,Bq/m3
2013,SRBT,W500,45.8054,-77.1180,Air Quality,Qualité de l'air,Tritium Oxide (HTO),Tritium (Eau tritiée),Monthly Total,Total mensuel,,0.34,Bq/m3
2013,SRBT,W1000,45.8054,-77.1180,Air Quality,Qualité de l'air,Tritium Oxide (HTO),Tritium (Eau tritiée),Monthly Total,Total mensuel,,0.45,Bq/m3
2013,SRBT,SW250,45.8054,-77.1180,Air Quality,Qualité de l'air,Tritium Oxide (HTO),Tritium (Eau tritiée),Monthly Total,Total mensuel,,0.35,Bq/m3
2013,SRBT,SW500,45.8054,-77.1180,Air Quality,Qualité de l'air,Tritium Oxide (HTO),Tritium (Eau tritiée),Monthly Total,Total mensuel,,0.35,Bq/m3
2013,SRBT,SW1000,45.8054,-77.1180,Air Quality,Qualité de l'air,Tritium Oxide (HTO),Tritium (Eau tritiée),Monthly Total,Total mensuel,,0.4,Bq/m3
2013,SRBT,SW2000,45.8054,-77.1180,Air Quality,Qualité de l'air,Tritium Oxide (HTO),Tritium (Eau tritiée),Monthly Total,Total mensuel,,0.35,Bq/m3
2013,SRBT,S250,45.8054,-77.1180,Air Quality,Qualité de l'air,Tritium Oxide (HTO),Tritium (Eau tritiée),Monthly Total,Total mensuel,,1.5,Bq/m3
2013,SRBT,S500,45.8054,-77.1180,Air Quality,Qualité de l'air,Tritium Oxide (HTO),Tritium (Eau tritiée),Monthly Total,Total mensuel,,0.35,Bq/m3
2013,SRBT,S1000,45.8054,-77.1180,Air Quality,Qualité de l'air,Tritium Oxide (HTO),Tritium (Eau tritiée),Monthly Total,Total mensuel,,0.34,Bq/m3
2013,SRBT,SE250,45.8054,-77.1180,Air Quality,Qualité de l'air,Tritium Oxide (HTO),Tritium (Eau tritiée),Monthly Total,Total mensuel,,3.1,Bq/m3
2013,SRBT,SE500,45.8054,-77.1180,Air Quality,Qualité de l'air,Tritium Oxide (HTO),Tritium (Eau tritiée),Monthly Total,Total mensuel,,14,Bq/m3
2013,SRBT,SE1000,45.8054,-77.1180,Air Quality,Qualité de l'air,Tritium Oxide (HTO),Tritium (Eau tritiée),Monthly Total,Total mensuel,,0.35,Bq/m3
2013,SRBT,SE2000,45.8054,-77.1180,Air Quality,Qualité de l'air,Tritium Oxide (HTO),Tritium (Eau tritiée),Monthly Total,Total mensuel,,0.35,Bq/m3
2013,SRBT,E250,45.8054,-77.1180,Air Quality,Qualité de l'air,Tritium Oxide (HTO),Tritium (Eau tritiée),Monthly Total,Total mensuel,,2.9,Bq/m3
2013,SRBT,E500,45.8054,-77.1180,Air Quality,Qualité de l'air,Tritium Oxide (HTO),Tritium (Eau tritiée),Monthly Total,Total mensuel,,1.3,Bq/m3
2013,SRBT,E1000,45.8054,-77.1180,Air Quality,Qualité de l'air,Tritium Oxide (HTO),Tritium (Eau tritiée),Monthly Total,Total mensuel,,0.69,Bq/m3
2013,SRBT,NE250,45.8054,-77.1180,Air Quality,Qualité de l'air,Tritium Oxide (HTO),Tritium (Eau tritiée),Monthly Total,Total mensuel,,2,Bq/m3
2013,SRBT,NE500,45.8054,-77.1180,Air Quality,Qualité de l'air,Tritium Oxide (HTO),Tritium (Eau tritiée),Monthly Total,Total mensuel,,0.56,Bq/m3
2013,SRBT,NE1000,45.8054,-77.1180,Air Quality,Qualité de l'air,Tritium Oxide (HTO),Tritium (Eau tritiée),Monthly Total,Total mensuel,,0.35,Bq/m3
2013,SRBT,NE2000,45.8054,-77.1180,Air Quality,Qualité de l'air,Tritium Oxide (HTO),Tritium (Eau tritiée),Monthly Total,Total mensuel,,0.35,Bq/m3
2013,SRBT,N250,45.8054,-77.1180,Air Quality,Qualité de l'air,Tritium Oxide (HTO),Tritium (Eau tritiée),Monthly Total,Total mensuel,,0.86,Bq/m3
2013,SRBT,N500,45.8054,-77.1180,Air Quality,Qualité de l'air,Tritium Oxide (HTO),Tritium (Eau tritiée),Monthly Total,Total mensuel,,0.3,Bq/m3
2013,SRBT,N1000,45.8054,-77.1180,Air Quality,Qualité de l'air,Tritium Oxide (HTO),Tritium (Eau tritiée),Monthly Total,Total mensuel,,0.3,Bq/m3
2013,SRBT,NW250,45.8054,-77.1180,Air Quality,Qualité de l'air,Tritium Oxide (HTO),Tritium (Eau tritiée),Monthly Total,Total mensuel,,3.3,Bq/m3
2013,SRBT,NW500,45.8054,-77.1180,Air Quality,Qualité de l'air,Tritium Oxide (HTO),Tritium (Eau tritiée),Monthly Total,Total mensuel,,1.4,Bq/m3
2013,SRBT,NW1000,45.8054,-77.1180,Air Quality,Qualité de l'air,Tritium Oxide (HTO),Tritium (Eau tritiée),Monthly Total,Total mensuel,,0.58,Bq/m3
2013,SRBT,NW2000,45.8054,-77.1180,Air Quality,Qualité de l'air,Tritium Oxide (HTO),Tritium (Eau tritiée),Monthly Total,Total mensuel,,0.73,Bq/m3
2013,SRBT,W250,45.8054,-77.1180,Air Quality,Qualité de l'air,Tritium Oxide (HTO),Tritium (Eau tritiée),Monthly Total,Total mensuel,,1.3,Bq/m3
2013,SRBT,W500,45.8054,-77.1180,Air Quality,Qualité de l'air,Tritium Oxide (HTO),Tritium (Eau tritiée),Monthly Total,Total mensuel,,1.2,Bq/m3
2013,SRBT,W1000,45.8054,-77.1180,Air Quality,Qualité de l'air,Tritium Oxide (HTO),Tritium (Eau tritiée),Monthly Total,Total mensuel,,0.52,Bq/m3
2013,SRBT,SW250,45.8054,-77.1180,Air Quality,Qualité de l'air,Tritium Oxide (HTO),Tritium (Eau tritiée),Monthly Total,Total mensuel,,0.34,Bq/m3
2013,SRBT,SW500,45.8054,-77.1180,Air Quality,Qualité de l'air,Tritium Oxide (HTO),Tritium (Eau tritiée),Monthly Total,Total mensuel,,0.3,Bq/m3
2013,SRBT,SW1000,45.8054,-77.1180,Air Quality,Qualité de l'air,Tritium Oxide (HTO),Tritium (Eau tritiée),Monthly Total,Total mensuel,,0.3,Bq/m3
2013,SRBT,SW2000,45.8054,-77.1180,Air Quality,Qualité de l'air,Tritium Oxide (HTO),Tritium (Eau tritiée),Monthly Total,Total mensuel,,0.3,Bq/m3
2013,SRBT,S250,45.8054,-77.1180,Air Quality,Qualité de l'air,Tritium Oxide (HTO),Tritium (Eau tritiée),Monthly Total,Total mensuel,,1.1,Bq/m3
2013,SRBT,S500,45.8054,-77.1180,Air Quality,Qualité de l'air,Tritium Oxide (HTO),Tritium (Eau tritiée),Monthly Total,Total mensuel,,0.3,Bq/m3
2013,SRBT,S1000,45.8054,-77.1180,Air Quality,Qualité de l'air,Tritium Oxide (HTO),Tritium (Eau tritiée),Monthly Total,Total mensuel,,0.3,Bq/m3
2013,SRBT,SE250,45.8054,-77.1180,Air Quality,Qualité de l'air,Tritium Oxide (HTO),Tritium (Eau tritiée),Monthly Total,Total mensuel,,10.2,Bq/m3
2013,SRBT,SE500,45.8054,-77.1180,Air Quality,Qualité de l'air,Tritium Oxide (HTO),Tritium (Eau tritiée),Monthly Total,Total mensuel,,4.4,Bq/m3
2013,SRBT,SE1000,45.8054,-77.1180,Air Quality,Qualité de l'air,Tritium Oxide (HTO),Tritium (Eau tritiée),Monthly Total,Total mensuel,,1,Bq/m3
2013,SRBT,SE2000,45.8054,-77.1180,Air Quality,Qualité de l'air,Tritium Oxide (HTO),Tritium (Eau tritiée),Monthly Total,Total mensuel,,0.53,Bq/m3
2013,SRBT,E250,45.8054,-77.1180,Air Quality,Qualité de l'air,Tritium Oxide (HTO),Tritium (Eau tritiée),Monthly Total,Total mensuel,,2.7,Bq/m3
2013,SRBT,E500,45.8054,-77.1180,Air Quality,Qualité de l'air,Tritium Oxide (HTO),Tritium (Eau tritiée),Monthly Total,Total mensuel,,0.38,Bq/m3
2013,SRBT,E1000,45.8054,-77.1180,Air Quality,Qualité de l'air,Tritium Oxide (HTO),Tritium (Eau tritiée),Monthly Total,Total mensuel,,0.3,Bq/m3
2013,SRBT,NE250,45.8054,-77.1180,Air Quality,Qualité de l'air,Tritium Oxide (HTO),Tritium (Eau tritiée),Monthly Total,Total mensuel,,1,Bq/m3
2013,SRBT,NE500,45.8054,-77.1180,Air Quality,Qualité de l'air,Tritium Oxide (HTO),Tritium (Eau tritiée),Monthly Total,Total mensuel,,0.3,Bq/m3
2013,SRBT,NE1000,45.8054,-77.1180,Air Quality,Qualité de l'air,Tritium Oxide (HTO),Tritium (Eau tritiée),Monthly Total,Total mensuel,,0.3,Bq/m3
2013,SRBT,NE2000,45.8054,-77.1180,Air Quality,Qualité de l'air,Tritium Oxide (HTO),Tritium (Eau tritiée),Monthly Total,Total mensuel,,0.3,Bq/m3
2013,SRBT,N250,45.8054,-77.1180,Air Quality,Qualité de l'air,Tritium Oxide (HTO),Tritium (Eau tritiée),Monthly Total,Total mensuel,,1.5,Bq/m3
2013,SRBT,N500,45.8054,-77.1180,Air Quality,Qualité de l'air,Tritium Oxide (HTO),Tritium (Eau tritiée),Monthly Total,Total mensuel,,7.8,Bq/m3
2013,SRBT,N1000,45.8054,-77.1180,Air Quality,Qualité de l'air,Tritium Oxide (HTO),Tritium (Eau tritiée),Monthly Total,Total mensuel,,0.34,Bq/m3
2013,SRBT,NW250,45.8054,-77.1180,Air Quality,Qualité de l'air,Tritium Oxide (HTO),Tritium (Eau tritiée),Monthly Total,Total mensuel,,2.4,Bq/m3
2013,SRBT,NW500,45.8054,-77.1180,Air Quality,Qualité de l'air,Tritium Oxide (HTO),Tritium (Eau tritiée),Monthly Total,Total mensuel,,0.94,Bq/m3
