Year | Année,Facility Name | Nom de l'installation,Sample Station Name | Nom de la station d'échantillonnage,Latitude | Latitude,Longitude | Longitude,Sample Type (English) | Type d'échantillon (anglais),Sample Type (French) | Type d'échantillon (français),Substance Name (English) | Nom de substance (anglais),Substance Name (French) | Nom de substance (français),Statistical Quantity (English) | Quantité statistique (anglais),Statistical Quantity (French) | Quantité statistique (français),<,Result | Résultat,Units | Unités
2008,Chalk River Laboratories,Off-site - Petawawa Filtration Plant,46.0554,-77.3628,Absorbed Dose,Dose absorbée,Absorbed Dose,Dose absorbée,Annual Average,Moyenne Annuelle,,343,µGy
2008,Chalk River Laboratories,Off-site - Demers Centre,46.0554,-77.3628,Absorbed Dose,Dose absorbée,Absorbed Dose,Dose absorbée,Annual Average,Moyenne Annuelle,,363,µGy
2008,Chalk River Laboratories,Off-site - Rankin,46.0554,-77.3628,Absorbed Dose,Dose absorbée,Absorbed Dose,Dose absorbée,Annual Average,Moyenne Annuelle,,305,µGy
2008,Chalk River Laboratories,Off-site - Sheenboro,46.0554,-77.3628,Absorbed Dose,Dose absorbée,Absorbed Dose,Dose absorbée,Annual Average,Moyenne Annuelle,,257,µGy
2009,Chalk River Laboratories,"On-site - Main Gate, B449J",46.0554,-77.3628,Absorbed Dose,Dose absorbée,Absorbed Dose,Dose absorbée,Annual Average,Moyenne Annuelle,,507,µGy
2009,Chalk River Laboratories,On-site - Perch Lake Main,46.0554,-77.3628,Absorbed Dose,Dose absorbée,Absorbed Dose,Dose absorbée,Annual Average,Moyenne Annuelle,,282,µGy
2009,Chalk River Laboratories,On-site - C-2 Fire Trail at Hydro Line,46.0554,-77.3628,Absorbed Dose,Dose absorbée,Absorbed Dose,Dose absorbée,Annual Average,Moyenne Annuelle,,275,µGy
2009,Chalk River Laboratories,Boundary - Pointe au Baptême,46.0554,-77.3628,Absorbed Dose,Dose absorbée,Absorbed Dose,Dose absorbée,Annual Average,Moyenne Annuelle,,278,µGy
2009,Chalk River Laboratories,Boundary - C-2 Fire Trail,46.0554,-77.3628,Absorbed Dose,Dose absorbée,Absorbed Dose,Dose absorbée,Annual Average,Moyenne Annuelle,,306,µGy
2009,Chalk River Laboratories,Boundary - Balmer Bay,46.0554,-77.3628,Absorbed Dose,Dose absorbée,Absorbed Dose,Dose absorbée,Annual Average,Moyenne Annuelle,,333,µGy
2009,Chalk River Laboratories,Boundary - East Mattawa Rd.,46.0554,-77.3628,Absorbed Dose,Dose absorbée,Absorbed Dose,Dose absorbée,Annual Average,Moyenne Annuelle,,284,µGy
2009,Chalk River Laboratories,"Boundary - Bldg. 560, Outdoors",46.0554,-77.3628,Absorbed Dose,Dose absorbée,Absorbed Dose,Dose absorbée,Annual Average,Moyenne Annuelle,,258,µGy
2009,Chalk River Laboratories,"Off-site - Ottawa St., Chalk River",46.0554,-77.3628,Absorbed Dose,Dose absorbée,Absorbed Dose,Dose absorbée,Annual Average,Moyenne Annuelle,,363,µGy
2009,Chalk River Laboratories,Off-site - Mountain View Subdivision,46.0554,-77.3628,Absorbed Dose,Dose absorbée,Absorbed Dose,Dose absorbée,Annual Average,Moyenne Annuelle,,274,µGy
2009,Chalk River Laboratories,"Off-site - MacDonald, Deep River",46.0554,-77.3628,Absorbed Dose,Dose absorbée,Absorbed Dose,Dose absorbée,Annual Average,Moyenne Annuelle,,362,µGy
2009,Chalk River Laboratories,Off-site - Harrington Bay,46.0554,-77.3628,Absorbed Dose,Dose absorbée,Absorbed Dose,Dose absorbée,Annual Average,Moyenne Annuelle,,406,µGy
2009,Chalk River Laboratories,"Off-site - Pembroke, Golf Course Rd.",46.0554,-77.3628,Absorbed Dose,Dose absorbée,Absorbed Dose,Dose absorbée,Annual Average,Moyenne Annuelle,,305,µGy
2009,Chalk River Laboratories,Off-site - NPD Des Joachims,46.0554,-77.3628,Absorbed Dose,Dose absorbée,Absorbed Dose,Dose absorbée,Annual Average,Moyenne Annuelle,,340,µGy
2009,Chalk River Laboratories,Off-site - NPD Hwy 17 Gate,46.0554,-77.3628,Absorbed Dose,Dose absorbée,Absorbed Dose,Dose absorbée,Annual Average,Moyenne Annuelle,,228,µGy
2009,Chalk River Laboratories,Off-site - NPD Reactor Site,46.0554,-77.3628,Absorbed Dose,Dose absorbée,Absorbed Dose,Dose absorbée,Annual Average,Moyenne Annuelle,,389,µGy
2009,Chalk River Laboratories,Off-site - Petawawa Filtration Plant,46.0554,-77.3628,Absorbed Dose,Dose absorbée,Absorbed Dose,Dose absorbée,Annual Average,Moyenne Annuelle,,357,µGy
2009,Chalk River Laboratories,Off-site - Demers Centre,46.0554,-77.3628,Absorbed Dose,Dose absorbée,Absorbed Dose,Dose absorbée,Annual Average,Moyenne Annuelle,,333,µGy
2009,Chalk River Laboratories,Off-site - Rankin,46.0554,-77.3628,Absorbed Dose,Dose absorbée,Absorbed Dose,Dose absorbée,Annual Average,Moyenne Annuelle,,348,µGy
2009,Chalk River Laboratories,Off-site - Sheenboro,46.0554,-77.3628,Absorbed Dose,Dose absorbée,Absorbed Dose,Dose absorbée,Annual Average,Moyenne Annuelle,,270,µGy
2010,Chalk River Laboratories,"On-site - Main Gate, B449J",46.0554,-77.3628,Absorbed Dose,Dose absorbée,Absorbed Dose,Dose absorbée,Annual Average,Moyenne Annuelle,,465,µGy
2010,Chalk River Laboratories,On-site - Perch Lake Main,46.0554,-77.3628,Absorbed Dose,Dose absorbée,Absorbed Dose,Dose absorbée,Annual Average,Moyenne Annuelle,,367,µGy
2010,Chalk River Laboratories,On-site - C-2 Fire Trail at Hydro Line,46.0554,-77.3628,Absorbed Dose,Dose absorbée,Absorbed Dose,Dose absorbée,Annual Average,Moyenne Annuelle,,319,µGy
2010,Chalk River Laboratories,Boundary - Pointe au Baptême,46.0554,-77.3628,Absorbed Dose,Dose absorbée,Absorbed Dose,Dose absorbée,Annual Average,Moyenne Annuelle,,278,µGy
2010,Chalk River Laboratories,Boundary - C-2 Fire Trail,46.0554,-77.3628,Absorbed Dose,Dose absorbée,Absorbed Dose,Dose absorbée,Annual Average,Moyenne Annuelle,,372,µGy
2010,Chalk River Laboratories,Boundary - Balmer Bay,46.0554,-77.3628,Absorbed Dose,Dose absorbée,Absorbed Dose,Dose absorbée,Annual Average,Moyenne Annuelle,,328,µGy
2010,Chalk River Laboratories,Boundary - East Mattawa Rd.,46.0554,-77.3628,Absorbed Dose,Dose absorbée,Absorbed Dose,Dose absorbée,Annual Average,Moyenne Annuelle,,391,µGy
2010,Chalk River Laboratories,"Boundary - Bldg. 560, Outdoors",46.0554,-77.3628,Absorbed Dose,Dose absorbée,Absorbed Dose,Dose absorbée,Annual Average,Moyenne Annuelle,,279,µGy
2010,Chalk River Laboratories,"Off-site - Ottawa St., Chalk River",46.0554,-77.3628,Absorbed Dose,Dose absorbée,Absorbed Dose,Dose absorbée,Annual Average,Moyenne Annuelle,,371,µGy
2010,Chalk River Laboratories,Off-site - Mountain View Subdivision,46.0554,-77.3628,Absorbed Dose,Dose absorbée,Absorbed Dose,Dose absorbée,Annual Average,Moyenne Annuelle,,299,µGy
2010,Chalk River Laboratories,"Off-site - MacDonald, Deep River",46.0554,-77.3628,Absorbed Dose,Dose absorbée,Absorbed Dose,Dose absorbée,Annual Average,Moyenne Annuelle,,327,µGy
2010,Chalk River Laboratories,Off-site - Harrington Bay,46.0554,-77.3628,Absorbed Dose,Dose absorbée,Absorbed Dose,Dose absorbée,Annual Average,Moyenne Annuelle,,429,µGy
2010,Chalk River Laboratories,"Off-site - Pembroke, Golf Course Rd.",46.0554,-77.3628,Absorbed Dose,Dose absorbée,Absorbed Dose,Dose absorbée,Annual Average,Moyenne Annuelle,,327,µGy
2010,Chalk River Laboratories,Off-site - NPD Des Joachims,46.0554,-77.3628,Absorbed Dose,Dose absorbée,Absorbed Dose,Dose absorbée,Annual Average,Moyenne Annuelle,,395,µGy
2010,Chalk River Laboratories,Off-site - NPD Hwy 17 Gate,46.0554,-77.3628,Absorbed Dose,Dose absorbée,Absorbed Dose,Dose absorbée,Annual Average,Moyenne Annuelle,,309,µGy
2010,Chalk River Laboratories,Off-site - NPD Reactor Site,46.0554,-77.3628,Absorbed Dose,Dose absorbée,Absorbed Dose,Dose absorbée,Annual Average,Moyenne Annuelle,,402,µGy
2010,Chalk River Laboratories,Off-site - Petawawa Filtration Plant,46.0554,-77.3628,Absorbed Dose,Dose absorbée,Absorbed Dose,Dose absorbée,Annual Average,Moyenne Annuelle,,414,µGy
2010,Chalk River Laboratories,Off-site - Demers Centre,46.0554,-77.3628,Absorbed Dose,Dose absorbée,Absorbed Dose,Dose absorbée,Annual Average,Moyenne Annuelle,,363,µGy
2010,Chalk River Laboratories,Off-site - Rankin,46.0554,-77.3628,Absorbed Dose,Dose absorbée,Absorbed Dose,Dose absorbée,Annual Average,Moyenne Annuelle,,351,µGy
2010,Chalk River Laboratories,Off-site - Sheenboro,46.0554,-77.3628,Absorbed Dose,Dose absorbée,Absorbed Dose,Dose absorbée,Annual Average,Moyenne Annuelle,,317,µGy
2011,Chalk River Laboratories,"On-site - Main Gate, B449J",46.0554,-77.3628,Absorbed Dose,Dose absorbée,Absorbed Dose,Dose absorbée,Annual Average,Moyenne Annuelle,,639,µGy
2011,Chalk River Laboratories,On-site - Perch Lake Main,46.0554,-77.3628,Absorbed Dose,Dose absorbée,Absorbed Dose,Dose absorbée,Annual Average,Moyenne Annuelle,,318,µGy
2011,Chalk River Laboratories,On-site - C-2 Fire Trail at Hydro Line,46.0554,-77.3628,Absorbed Dose,Dose absorbée,Absorbed Dose,Dose absorbée,Annual Average,Moyenne Annuelle,,307,µGy
2011,Chalk River Laboratories,Boundary - Pointe au Baptême,46.0554,-77.3628,Absorbed Dose,Dose absorbée,Absorbed Dose,Dose absorbée,Annual Average,Moyenne Annuelle,,345,µGy
2011,Chalk River Laboratories,Boundary - C-2 Fire Trail,46.0554,-77.3628,Absorbed Dose,Dose absorbée,Absorbed Dose,Dose absorbée,Annual Average,Moyenne Annuelle,,347,µGy
2011,Chalk River Laboratories,Boundary - Balmer Bay,46.0554,-77.3628,Absorbed Dose,Dose absorbée,Absorbed Dose,Dose absorbée,Annual Average,Moyenne Annuelle,,417,µGy
2011,Chalk River Laboratories,Boundary - East Mattawa Rd.,46.0554,-77.3628,Absorbed Dose,Dose absorbée,Absorbed Dose,Dose absorbée,Annual Average,Moyenne Annuelle,,352,µGy
2011,Chalk River Laboratories,"Boundary - Bldg. 560, Outdoors",46.0554,-77.3628,Absorbed Dose,Dose absorbée,Absorbed Dose,Dose absorbée,Annual Average,Moyenne Annuelle,,288,µGy
2011,Chalk River Laboratories,"Off-site - Ottawa St., Chalk River",46.0554,-77.3628,Absorbed Dose,Dose absorbée,Absorbed Dose,Dose absorbée,Annual Average,Moyenne Annuelle,,404,µGy
2011,Chalk River Laboratories,Off-site - Mountain View Subdivision,46.0554,-77.3628,Absorbed Dose,Dose absorbée,Absorbed Dose,Dose absorbée,Annual Average,Moyenne Annuelle,,332,µGy
2011,Chalk River Laboratories,"Off-site - MacDonald, Deep River",46.0554,-77.3628,Absorbed Dose,Dose absorbée,Absorbed Dose,Dose absorbée,Annual Average,Moyenne Annuelle,,406,µGy
2011,Chalk River Laboratories,Off-site - Harrington Bay,46.0554,-77.3628,Absorbed Dose,Dose absorbée,Absorbed Dose,Dose absorbée,Annual Average,Moyenne Annuelle,,445,µGy
2011,Chalk River Laboratories,"Off-site - Pembroke, Golf Course Rd.",46.0554,-77.3628,Absorbed Dose,Dose absorbée,Absorbed Dose,Dose absorbée,Annual Average,Moyenne Annuelle,,321,µGy
2011,Chalk River Laboratories,Off-site - NPD Des Joachims,46.0554,-77.3628,Absorbed Dose,Dose absorbée,Absorbed Dose,Dose absorbée,Annual Average,Moyenne Annuelle,,482,µGy
2011,Chalk River Laboratories,Off-site - NPD Hwy 17 Gate,46.0554,-77.3628,Absorbed Dose,Dose absorbée,Absorbed Dose,Dose absorbée,Annual Average,Moyenne Annuelle,,411,µGy
2011,Chalk River Laboratories,Off-site - NPD Reactor Site,46.0554,-77.3628,Absorbed Dose,Dose absorbée,Absorbed Dose,Dose absorbée,Annual Average,Moyenne Annuelle,,414,µGy
2011,Chalk River Laboratories,Off-site - Petawawa Filtration Plant,46.0554,-77.3628,Absorbed Dose,Dose absorbée,Absorbed Dose,Dose absorbée,Annual Average,Moyenne Annuelle,,367,µGy
2011,Chalk River Laboratories,Off-site - Demers Centre,46.0554,-77.3628,Absorbed Dose,Dose absorbée,Absorbed Dose,Dose absorbée,Annual Average,Moyenne Annuelle,,374,µGy
2011,Chalk River Laboratories,Off-site - Rankin,46.0554,-77.3628,Absorbed Dose,Dose absorbée,Absorbed Dose,Dose absorbée,Annual Average,Moyenne Annuelle,,382,µGy
2011,Chalk River Laboratories,Off-site - Sheenboro,46.0554,-77.3628,Absorbed Dose,Dose absorbée,Absorbed Dose,Dose absorbée,Annual Average,Moyenne Annuelle,,332,µGy
2012,Chalk River Laboratories,"On-site - Main Gate, B449J",46.0554,-77.3628,Absorbed Dose,Dose absorbée,Absorbed Dose,Dose absorbée,Annual Average,Moyenne Annuelle,,631,µGy
2012,Chalk River Laboratories,On-site - Perch Lake Main,46.0554,-77.3628,Absorbed Dose,Dose absorbée,Absorbed Dose,Dose absorbée,Annual Average,Moyenne Annuelle,,323,µGy
2012,Chalk River Laboratories,On-site - C-2 Fire Trail at Hydro Line,46.0554,-77.3628,Absorbed Dose,Dose absorbée,Absorbed Dose,Dose absorbée,Annual Average,Moyenne Annuelle,,324,µGy
2012,Chalk River Laboratories,Boundary - Pointe au Baptême,46.0554,-77.3628,Absorbed Dose,Dose absorbée,Absorbed Dose,Dose absorbée,Annual Average,Moyenne Annuelle,,345,µGy
2012,Chalk River Laboratories,Boundary - C-2 Fire Trail,46.0554,-77.3628,Absorbed Dose,Dose absorbée,Absorbed Dose,Dose absorbée,Annual Average,Moyenne Annuelle,,358,µGy
2012,Chalk River Laboratories,Boundary - Balmer Bay,46.0554,-77.3628,Absorbed Dose,Dose absorbée,Absorbed Dose,Dose absorbée,Annual Average,Moyenne Annuelle,,402,µGy
2012,Chalk River Laboratories,Boundary - East Mattawa Rd.,46.0554,-77.3628,Absorbed Dose,Dose absorbée,Absorbed Dose,Dose absorbée,Annual Average,Moyenne Annuelle,,348,µGy
2012,Chalk River Laboratories,"Boundary - Bldg. 560, Outdoors",46.0554,-77.3628,Absorbed Dose,Dose absorbée,Absorbed Dose,Dose absorbée,Annual Average,Moyenne Annuelle,,311,µGy
2012,Chalk River Laboratories,"Off-site - Ottawa St., Chalk River",46.0554,-77.3628,Absorbed Dose,Dose absorbée,Absorbed Dose,Dose absorbée,Annual Average,Moyenne Annuelle,,416,µGy
2012,Chalk River Laboratories,Off-site - Mountain View Subdivision,46.0554,-77.3628,Absorbed Dose,Dose absorbée,Absorbed Dose,Dose absorbée,Annual Average,Moyenne Annuelle,,337,µGy
2012,Chalk River Laboratories,"Off-site - MacDonald, Deep River",46.0554,-77.3628,Absorbed Dose,Dose absorbée,Absorbed Dose,Dose absorbée,Annual Average,Moyenne Annuelle,,390,µGy
2012,Chalk River Laboratories,Off-site - Harrington Bay,46.0554,-77.3628,Absorbed Dose,Dose absorbée,Absorbed Dose,Dose absorbée,Annual Average,Moyenne Annuelle,,467,µGy
2012,Chalk River Laboratories,"Off-site - Pembroke, Golf Course Rd.",46.0554,-77.3628,Absorbed Dose,Dose absorbée,Absorbed Dose,Dose absorbée,Annual Average,Moyenne Annuelle,,365,µGy
2012,Chalk River Laboratories,Off-site - NPD Des Joachims,46.0554,-77.3628,Absorbed Dose,Dose absorbée,Absorbed Dose,Dose absorbée,Annual Average,Moyenne Annuelle,,480,µGy
2012,Chalk River Laboratories,Off-site - NPD Hwy 17 Gate,46.0554,-77.3628,Absorbed Dose,Dose absorbée,Absorbed Dose,Dose absorbée,Annual Average,Moyenne Annuelle,,435,µGy
2012,Chalk River Laboratories,Off-site - NPD Reactor Site,46.0554,-77.3628,Absorbed Dose,Dose absorbée,Absorbed Dose,Dose absorbée,Annual Average,Moyenne Annuelle,,449,µGy
2012,Chalk River Laboratories,Off-site - Petawawa Filtration Plant,46.0554,-77.3628,Absorbed Dose,Dose absorbée,Absorbed Dose,Dose absorbée,Annual Average,Moyenne Annuelle,,418,µGy
2012,Chalk River Laboratories,Off-site - Demers Centre,46.0554,-77.3628,Absorbed Dose,Dose absorbée,Absorbed Dose,Dose absorbée,Annual Average,Moyenne Annuelle,,400,µGy
2012,Chalk River Laboratories,Off-site - Rankin,46.0554,-77.3628,Absorbed Dose,Dose absorbée,Absorbed Dose,Dose absorbée,Annual Average,Moyenne Annuelle,,372,µGy
2012,Chalk River Laboratories,Off-site - Sheenboro,46.0554,-77.3628,Absorbed Dose,Dose absorbée,Absorbed Dose,Dose absorbée,Annual Average,Moyenne Annuelle,,317,µGy
2013,Chalk River Laboratories,"On-site - Main Gate, B449J",46.0554,-77.3628,Absorbed Dose,Dose absorbée,Absorbed Dose,Dose absorbée,Annual Average,Moyenne Annuelle,,627,µGy
2013,Chalk River Laboratories,On-site - Perch Lake Main,46.0554,-77.3628,Absorbed Dose,Dose absorbée,Absorbed Dose,Dose absorbée,Annual Average,Moyenne Annuelle,,314,µGy
2013,Chalk River Laboratories,On-site - C-2 Fire Trail at Hydro Line,46.0554,-77.3628,Absorbed Dose,Dose absorbée,Absorbed Dose,Dose absorbée,Annual Average,Moyenne Annuelle,,294,µGy
2013,Chalk River Laboratories,Boundary - Pointe au Baptême,46.0554,-77.3628,Absorbed Dose,Dose absorbée,Absorbed Dose,Dose absorbée,Annual Average,Moyenne Annuelle,,342,µGy
2013,Chalk River Laboratories,Boundary - C-2 Fire Trail,46.0554,-77.3628,Absorbed Dose,Dose absorbée,Absorbed Dose,Dose absorbée,Annual Average,Moyenne Annuelle,,337,µGy
2013,Chalk River Laboratories,Boundary - Balmer Bay,46.0554,-77.3628,Absorbed Dose,Dose absorbée,Absorbed Dose,Dose absorbée,Annual Average,Moyenne Annuelle,,365,µGy
2013,Chalk River Laboratories,Boundary - East Mattawa Rd.,46.0554,-77.3628,Absorbed Dose,Dose absorbée,Absorbed Dose,Dose absorbée,Annual Average,Moyenne Annuelle,,328,µGy
2013,Chalk River Laboratories,"Boundary - Bldg. 560, Outdoors",46.0554,-77.3628,Absorbed Dose,Dose absorbée,Absorbed Dose,Dose absorbée,Annual Average,Moyenne Annuelle,,285,µGy
2013,Chalk River Laboratories,"Off-site - Ottawa St., Chalk River",46.0554,-77.3628,Absorbed Dose,Dose absorbée,Absorbed Dose,Dose absorbée,Annual Average,Moyenne Annuelle,,413,µGy
2013,Chalk River Laboratories,Off-site - Mountain View Subdivision,46.0554,-77.3628,Absorbed Dose,Dose absorbée,Absorbed Dose,Dose absorbée,Annual Average,Moyenne Annuelle,,338,µGy
2013,Chalk River Laboratories,"Off-site - MacDonald, Deep River",46.0554,-77.3628,Absorbed Dose,Dose absorbée,Absorbed Dose,Dose absorbée,Annual Average,Moyenne Annuelle,,387,µGy
2013,Chalk River Laboratories,Off-site - Harrington Bay,46.0554,-77.3628,Absorbed Dose,Dose absorbée,Absorbed Dose,Dose absorbée,Annual Average,Moyenne Annuelle,,440,µGy
2013,Chalk River Laboratories,"Off-site - Pembroke, Golf Course Rd.",46.0554,-77.3628,Absorbed Dose,Dose absorbée,Absorbed Dose,Dose absorbée,Annual Average,Moyenne Annuelle,,313,µGy
2013,Chalk River Laboratories,Off-site - NPD Des Joachims,46.0554,-77.3628,Absorbed Dose,Dose absorbée,Absorbed Dose,Dose absorbée,Annual Average,Moyenne Annuelle,,499,µGy
2013,Chalk River Laboratories,Off-site - NPD Hwy 17 Gate,46.0554,-77.3628,Absorbed Dose,Dose absorbée,Absorbed Dose,Dose absorbée,Annual Average,Moyenne Annuelle,,401,µGy
2013,Chalk River Laboratories,Off-site - NPD Reactor Site,46.0554,-77.3628,Absorbed Dose,Dose absorbée,Absorbed Dose,Dose absorbée,Annual Average,Moyenne Annuelle,,418,µGy
2013,Chalk River Laboratories,Off-site - Petawawa Filtration Plant,46.0554,-77.3628,Absorbed Dose,Dose absorbée,Absorbed Dose,Dose absorbée,Annual Average,Moyenne Annuelle,,369,µGy
2013,Chalk River Laboratories,Off-site - Demers Centre,46.0554,-77.3628,Absorbed Dose,Dose absorbée,Absorbed Dose,Dose absorbée,Annual Average,Moyenne Annuelle,,363,µGy
