Year | Année,Facility Name | Nom de l'installation,Sample Station Name | Nom de la station d'échantillonnage,Latitude | Latitude,Longitude | Longitude,Sample Type (English) | Type d'échantillon (anglais),Sample Type (French) | Type d'échantillon (français),Substance Name (English) | Nom de substance (anglais),Substance Name (French) | Nom de substance (français),Statistical Quantity (English) | Quantité statistique (anglais),Statistical Quantity (French) | Quantité statistique (français),<,Result | Résultat,Units | Unités
2020,Chalk River Laboratories,Harrington Bay - 9 km downstream of CRL,46.0554,-77.3628,Surface Water Quality - Ottawa River,Qualité des eaux de surface - Rivière des Outaouais,Tritium (HTO),Tritium (Eau tritiée),Annual Average,Moyenne Annuelle,,2.51E+00,Bq/L
2020,Chalk River Laboratories,Harrington Bay - 9 km downstream of CRL,46.0554,-77.3628,Surface Water Quality - Ottawa River,Qualité des eaux de surface - Rivière des Outaouais,Particulate gross beta,Particules bêta brutes,Annual Average,Moyenne Annuelle,,6.00E-02,Bq/L
2020,Chalk River Laboratories,Harrington Bay - 9 km downstream of CRL,46.0554,-77.3628,Surface Water Quality - Ottawa River,Qualité des eaux de surface - Rivière des Outaouais,Particulate gross alpha,Particules alpha brutes,Annual Average,Moyenne Annuelle,,1.00E-02,Bq/L
2020,Chalk River Laboratories,Harrington Bay - 9 km downstream of CRL,46.0554,-77.3628,Surface Water Quality - Ottawa River,Qualité des eaux de surface - Rivière des Outaouais,Total Strontium,Strontium total,Annual Average,Moyenne Annuelle,,N/A | P/D,Bq/L
2020,Chalk River Laboratories,Harrington Bay - 9 km downstream of CRL,46.0554,-77.3628,Surface Water Quality - Ottawa River,Qualité des eaux de surface - Rivière des Outaouais,Cesium-137,Césium-137,Annual Average,Moyenne Annuelle,<,2.60E-03,Bq/L
2020,Chalk River Laboratories,Fort William - 14 km downstream of CRL,46.0554,-77.3628,Surface Water Quality - Ottawa River,Qualité des eaux de surface - Rivière des Outaouais,Tritium (HTO),Tritium (Eau tritiée),Annual Average,Moyenne Annuelle,,2.11E+00,Bq/L
2020,Chalk River Laboratories,Fort William - 14 km downstream of CRL,46.0554,-77.3628,Surface Water Quality - Ottawa River,Qualité des eaux de surface - Rivière des Outaouais,Particulate gross beta,Particules bêta brutes,Annual Average,Moyenne Annuelle,,4.00E-02,Bq/L
2020,Chalk River Laboratories,Fort William - 14 km downstream of CRL,46.0554,-77.3628,Surface Water Quality - Ottawa River,Qualité des eaux de surface - Rivière des Outaouais,Particulate gross alpha,Particules alpha brutes,Annual Average,Moyenne Annuelle,,1.00E-02,Bq/L
2020,Chalk River Laboratories,Fort William - 14 km downstream of CRL,46.0554,-77.3628,Surface Water Quality - Ottawa River,Qualité des eaux de surface - Rivière des Outaouais,Total Strontium,Strontium total,Annual Average,Moyenne Annuelle,,N/A | P/D,Bq/L
2020,Chalk River Laboratories,Fort William - 14 km downstream of CRL,46.0554,-77.3628,Surface Water Quality - Ottawa River,Qualité des eaux de surface - Rivière des Outaouais,Cesium-137,Césium-137,Annual Average,Moyenne Annuelle,<,1.50E-03,Bq/L
2020,Chalk River Laboratories,Petawawa - 18 km downstream of CRL,46.0554,-77.3628,Surface Water Quality - Ottawa River,Qualité des eaux de surface - Rivière des Outaouais,Tritium (HTO),Tritium (Eau tritiée),Annual Average,Moyenne Annuelle,,2.27E+00,Bq/L
2020,Chalk River Laboratories,Petawawa - 18 km downstream of CRL,46.0554,-77.3628,Surface Water Quality - Ottawa River,Qualité des eaux de surface - Rivière des Outaouais,Particulate gross beta,Particules bêta brutes,Annual Average,Moyenne Annuelle,,5.00E-02,Bq/L
2020,Chalk River Laboratories,Petawawa - 18 km downstream of CRL,46.0554,-77.3628,Surface Water Quality - Ottawa River,Qualité des eaux de surface - Rivière des Outaouais,Particulate gross alpha,Particules alpha brutes,Annual Average,Moyenne Annuelle,,1.00E-02,Bq/L
2020,Chalk River Laboratories,Petawawa - 18 km downstream of CRL,46.0554,-77.3628,Surface Water Quality - Ottawa River,Qualité des eaux de surface - Rivière des Outaouais,Total Strontium,Strontium total,Annual Average,Moyenne Annuelle,,N/A | P/D,Bq/L
2020,Chalk River Laboratories,Petawawa - 18 km downstream of CRL,46.0554,-77.3628,Surface Water Quality - Ottawa River,Qualité des eaux de surface - Rivière des Outaouais,Cesium-137,Césium-137,Annual Average,Moyenne Annuelle,<,8.00E-04,Bq/L
2020,Chalk River Laboratories,Pembroke - 28 km downstream of CRL,46.0554,-77.3628,Surface Water Quality - Ottawa River,Qualité des eaux de surface - Rivière des Outaouais,Tritium (HTO),Tritium (Eau tritiée),Annual Average,Moyenne Annuelle,,2.19E+00,Bq/L
2020,Chalk River Laboratories,Pembroke - 28 km downstream of CRL,46.0554,-77.3628,Surface Water Quality - Ottawa River,Qualité des eaux de surface - Rivière des Outaouais,Particulate gross beta,Particules bêta brutes,Annual Average,Moyenne Annuelle,,5.00E-02,Bq/L
2020,Chalk River Laboratories,Pembroke - 28 km downstream of CRL,46.0554,-77.3628,Surface Water Quality - Ottawa River,Qualité des eaux de surface - Rivière des Outaouais,Particulate gross alpha,Particules alpha brutes,Annual Average,Moyenne Annuelle,,1.00E-02,Bq/L
2020,Chalk River Laboratories,Pembroke - 28 km downstream of CRL,46.0554,-77.3628,Surface Water Quality - Ottawa River,Qualité des eaux de surface - Rivière des Outaouais,Total Strontium,Strontium total,Annual Average,Moyenne Annuelle,,N/A | P/D,Bq/L
2020,Chalk River Laboratories,Pembroke - 28 km downstream of CRL,46.0554,-77.3628,Surface Water Quality - Ottawa River,Qualité des eaux de surface - Rivière des Outaouais,Cesium-137,Césium-137,Annual Average,Moyenne Annuelle,<,5.00E-04,Bq/L
2021,Chalk River Laboratories,Rolphton - 28 km upstream of CRL,46.0554,-77.3628,Surface Water Quality - Ottawa River,Qualité des eaux de surface - Rivière des Outaouais,Tritium (HTO),Tritium (Eau tritiée),Annual Average,Moyenne Annuelle,,1.65E+00,Bq/L
2021,Chalk River Laboratories,Rolphton - 28 km upstream of CRL,46.0554,-77.3628,Surface Water Quality - Ottawa River,Qualité des eaux de surface - Rivière des Outaouais,Particulate gross beta,Particules bêta brutes,Annual Average,Moyenne Annuelle,,5.00E-02,Bq/L
2021,Chalk River Laboratories,Rolphton - 28 km upstream of CRL,46.0554,-77.3628,Surface Water Quality - Ottawa River,Qualité des eaux de surface - Rivière des Outaouais,Particulate gross alpha,Particules alpha brutes,Annual Average,Moyenne Annuelle,,1.00E-02,Bq/L
2021,Chalk River Laboratories,Rolphton - 28 km upstream of CRL,46.0554,-77.3628,Surface Water Quality - Ottawa River,Qualité des eaux de surface - Rivière des Outaouais,Total Strontium,Strontium total,Annual Average,Moyenne Annuelle,,N/A | P/D,Bq/L
2021,Chalk River Laboratories,Rolphton - 28 km upstream of CRL,46.0554,-77.3628,Surface Water Quality - Ottawa River,Qualité des eaux de surface - Rivière des Outaouais,Cesium-137,Césium-137,Annual Average,Moyenne Annuelle,<,1.00E-03,Bq/L
2021,Chalk River Laboratories,Deep River - 9 km upstream of CRL,46.0554,-77.3628,Surface Water Quality - Ottawa River,Qualité des eaux de surface - Rivière des Outaouais,Tritium (HTO),Tritium (Eau tritiée),Annual Average,Moyenne Annuelle,,1.71E+00,Bq/L
2021,Chalk River Laboratories,Deep River - 9 km upstream of CRL,46.0554,-77.3628,Surface Water Quality - Ottawa River,Qualité des eaux de surface - Rivière des Outaouais,Particulate gross beta,Particules bêta brutes,Annual Average,Moyenne Annuelle,,5.00E-02,Bq/L
2021,Chalk River Laboratories,Deep River - 9 km upstream of CRL,46.0554,-77.3628,Surface Water Quality - Ottawa River,Qualité des eaux de surface - Rivière des Outaouais,Particulate gross alpha,Particules alpha brutes,Annual Average,Moyenne Annuelle,,1.00E-02,Bq/L
2021,Chalk River Laboratories,Deep River - 9 km upstream of CRL,46.0554,-77.3628,Surface Water Quality - Ottawa River,Qualité des eaux de surface - Rivière des Outaouais,Total Strontium,Strontium total,Annual Average,Moyenne Annuelle,,N/A | P/D,Bq/L
2021,Chalk River Laboratories,Deep River - 9 km upstream of CRL,46.0554,-77.3628,Surface Water Quality - Ottawa River,Qualité des eaux de surface - Rivière des Outaouais,Cesium-137,Césium-137,Annual Average,Moyenne Annuelle,<,6.00E-04,Bq/L
2021,Chalk River Laboratories,CRL - CRL Intake Well,46.0554,-77.3628,Surface Water Quality - Ottawa River,Qualité des eaux de surface - Rivière des Outaouais,Tritium (HTO),Tritium (Eau tritiée),Annual Average,Moyenne Annuelle,,1.79E+00,Bq/L
2021,Chalk River Laboratories,CRL - CRL Intake Well,46.0554,-77.3628,Surface Water Quality - Ottawa River,Qualité des eaux de surface - Rivière des Outaouais,Particulate gross beta,Particules bêta brutes,Annual Average,Moyenne Annuelle,,5.00E-02,Bq/L
2021,Chalk River Laboratories,CRL - CRL Intake Well,46.0554,-77.3628,Surface Water Quality - Ottawa River,Qualité des eaux de surface - Rivière des Outaouais,Particulate gross alpha,Particules alpha brutes,Annual Average,Moyenne Annuelle,,1.00E-02,Bq/L
2021,Chalk River Laboratories,CRL - CRL Intake Well,46.0554,-77.3628,Surface Water Quality - Ottawa River,Qualité des eaux de surface - Rivière des Outaouais,Total Strontium,Strontium total,Annual Average,Moyenne Annuelle,,N/A | P/D,Bq/L
2021,Chalk River Laboratories,CRL - CRL Intake Well,46.0554,-77.3628,Surface Water Quality - Ottawa River,Qualité des eaux de surface - Rivière des Outaouais,Cesium-137,Césium-137,Annual Average,Moyenne Annuelle,<,2.14E-03,Bq/L
2021,Chalk River Laboratories,Pointe au Baptême - CRL Downstream Boundary,46.0554,-77.3628,Surface Water Quality - Ottawa River,Qualité des eaux de surface - Rivière des Outaouais,Tritium (HTO),Tritium (Eau tritiée),Annual Average,Moyenne Annuelle,,2.90E+01,Bq/L
2021,Chalk River Laboratories,Pointe au Baptême - CRL Downstream Boundary,46.0554,-77.3628,Surface Water Quality - Ottawa River,Qualité des eaux de surface - Rivière des Outaouais,Particulate gross beta,Particules bêta brutes,Annual Average,Moyenne Annuelle,,1.30E-01,Bq/L
2021,Chalk River Laboratories,Pointe au Baptême - CRL Downstream Boundary,46.0554,-77.3628,Surface Water Quality - Ottawa River,Qualité des eaux de surface - Rivière des Outaouais,Particulate gross alpha,Particules alpha brutes,Annual Average,Moyenne Annuelle,,1.00E-02,Bq/L
2021,Chalk River Laboratories,Highview - 8 km downstream of CRL,46.0554,-77.3628,Surface Water Quality - Ottawa River,Qualité des eaux de surface - Rivière des Outaouais,Tritium (HTO),Tritium (Eau tritiée),Annual Average,Moyenne Annuelle,,ND,Bq/L
2021,Chalk River Laboratories,Highview - 8 km downstream of CRL,46.0554,-77.3628,Surface Water Quality - Ottawa River,Qualité des eaux de surface - Rivière des Outaouais,Particulate gross beta,Particules bêta brutes,Annual Average,Moyenne Annuelle,,3.00E-02,Bq/L
2021,Chalk River Laboratories,Harrington Bay - 9 km downstream of CRL,46.0554,-77.3628,Surface Water Quality - Ottawa River,Qualité des eaux de surface - Rivière des Outaouais,Tritium (HTO),Tritium (Eau tritiée),Annual Average,Moyenne Annuelle,,2.13E+00,Bq/L
2021,Chalk River Laboratories,Harrington Bay - 9 km downstream of CRL,46.0554,-77.3628,Surface Water Quality - Ottawa River,Qualité des eaux de surface - Rivière des Outaouais,Particulate gross beta,Particules bêta brutes,Annual Average,Moyenne Annuelle,,6.00E-02,Bq/L
2021,Chalk River Laboratories,Harrington Bay - 9 km downstream of CRL,46.0554,-77.3628,Surface Water Quality - Ottawa River,Qualité des eaux de surface - Rivière des Outaouais,Particulate gross alpha,Particules alpha brutes,Annual Average,Moyenne Annuelle,,1.00E-02,Bq/L
2021,Chalk River Laboratories,Harrington Bay - 9 km downstream of CRL,46.0554,-77.3628,Surface Water Quality - Ottawa River,Qualité des eaux de surface - Rivière des Outaouais,Total Strontium,Strontium total,Annual Average,Moyenne Annuelle,,N/A | P/D,Bq/L
2021,Chalk River Laboratories,Harrington Bay - 9 km downstream of CRL,46.0554,-77.3628,Surface Water Quality - Ottawa River,Qualité des eaux de surface - Rivière des Outaouais,Cesium-137,Césium-137,Annual Average,Moyenne Annuelle,<,2.53E-03,Bq/L
2021,Chalk River Laboratories,Fort William - 14 km downstream of CRL,46.0554,-77.3628,Surface Water Quality - Ottawa River,Qualité des eaux de surface - Rivière des Outaouais,Tritium (HTO),Tritium (Eau tritiée),Annual Average,Moyenne Annuelle,,2.20E+00,Bq/L
2021,Chalk River Laboratories,Fort William - 14 km downstream of CRL,46.0554,-77.3628,Surface Water Quality - Ottawa River,Qualité des eaux de surface - Rivière des Outaouais,Particulate gross beta,Particules bêta brutes,Annual Average,Moyenne Annuelle,,4.00E-02,Bq/L
2021,Chalk River Laboratories,Fort William - 14 km downstream of CRL,46.0554,-77.3628,Surface Water Quality - Ottawa River,Qualité des eaux de surface - Rivière des Outaouais,Particulate gross alpha,Particules alpha brutes,Annual Average,Moyenne Annuelle,,1.00E-02,Bq/L
2021,Chalk River Laboratories,Fort William - 14 km downstream of CRL,46.0554,-77.3628,Surface Water Quality - Ottawa River,Qualité des eaux de surface - Rivière des Outaouais,Total Strontium,Strontium total,Annual Average,Moyenne Annuelle,,N/A | P/D,Bq/L
2021,Chalk River Laboratories,Fort William - 14 km downstream of CRL,46.0554,-77.3628,Surface Water Quality - Ottawa River,Qualité des eaux de surface - Rivière des Outaouais,Cesium-137,Césium-137,Annual Average,Moyenne Annuelle,<,1.90E-03,Bq/L
2021,Chalk River Laboratories,Petawawa - 18 km downstream of CRL,46.0554,-77.3628,Surface Water Quality - Ottawa River,Qualité des eaux de surface - Rivière des Outaouais,Tritium (HTO),Tritium (Eau tritiée),Annual Average,Moyenne Annuelle,,2.09E+00,Bq/L
2021,Chalk River Laboratories,Petawawa - 18 km downstream of CRL,46.0554,-77.3628,Surface Water Quality - Ottawa River,Qualité des eaux de surface - Rivière des Outaouais,Particulate gross beta,Particules bêta brutes,Annual Average,Moyenne Annuelle,,5.00E-02,Bq/L
2021,Chalk River Laboratories,Petawawa - 18 km downstream of CRL,46.0554,-77.3628,Surface Water Quality - Ottawa River,Qualité des eaux de surface - Rivière des Outaouais,Particulate gross alpha,Particules alpha brutes,Annual Average,Moyenne Annuelle,,1.00E-02,Bq/L
2021,Chalk River Laboratories,Petawawa - 18 km downstream of CRL,46.0554,-77.3628,Surface Water Quality - Ottawa River,Qualité des eaux de surface - Rivière des Outaouais,Total Strontium,Strontium total,Annual Average,Moyenne Annuelle,,N/A | P/D,Bq/L
2021,Chalk River Laboratories,Petawawa - 18 km downstream of CRL,46.0554,-77.3628,Surface Water Quality - Ottawa River,Qualité des eaux de surface - Rivière des Outaouais,Cesium-137,Césium-137,Annual Average,Moyenne Annuelle,<,7.00E-04,Bq/L
2021,Chalk River Laboratories,Pembroke - 28 km downstream of CRL,46.0554,-77.3628,Surface Water Quality - Ottawa River,Qualité des eaux de surface - Rivière des Outaouais,Tritium (HTO),Tritium (Eau tritiée),Annual Average,Moyenne Annuelle,,2.02E+00,Bq/L
2021,Chalk River Laboratories,Pembroke - 28 km downstream of CRL,46.0554,-77.3628,Surface Water Quality - Ottawa River,Qualité des eaux de surface - Rivière des Outaouais,Particulate gross beta,Particules bêta brutes,Annual Average,Moyenne Annuelle,,4.00E-02,Bq/L
2021,Chalk River Laboratories,Pembroke - 28 km downstream of CRL,46.0554,-77.3628,Surface Water Quality - Ottawa River,Qualité des eaux de surface - Rivière des Outaouais,Particulate gross alpha,Particules alpha brutes,Annual Average,Moyenne Annuelle,,1.00E-02,Bq/L
2021,Chalk River Laboratories,Pembroke - 28 km downstream of CRL,46.0554,-77.3628,Surface Water Quality - Ottawa River,Qualité des eaux de surface - Rivière des Outaouais,Total Strontium,Strontium total,Annual Average,Moyenne Annuelle,,N/A | P/D,Bq/L
2021,Chalk River Laboratories,Pembroke - 28 km downstream of CRL,46.0554,-77.3628,Surface Water Quality - Ottawa River,Qualité des eaux de surface - Rivière des Outaouais,Cesium-137,Césium-137,Annual Average,Moyenne Annuelle,<,1.10E-03,Bq/L
2022,Chalk River Laboratories,Rolphton - 28 km upstream of CRL,46.0554,-77.3628,Surface Water Quality - Ottawa River,Qualité des eaux de surface - Rivière des Outaouais,Tritium (HTO),Tritium (Eau tritiée),Annual Average,Moyenne Annuelle,,1.75E+00,Bq/L
2022,Chalk River Laboratories,Rolphton - 28 km upstream of CRL,46.0554,-77.3628,Surface Water Quality - Ottawa River,Qualité des eaux de surface - Rivière des Outaouais,Particulate gross beta,Particules bêta brutes,Annual Average,Moyenne Annuelle,,5.00E-02,Bq/L
2022,Chalk River Laboratories,Rolphton - 28 km upstream of CRL,46.0554,-77.3628,Surface Water Quality - Ottawa River,Qualité des eaux de surface - Rivière des Outaouais,Particulate gross alpha,Particules alpha brutes,Annual Average,Moyenne Annuelle,,1.00E-02,Bq/L
2022,Chalk River Laboratories,Rolphton - 28 km upstream of CRL,46.0554,-77.3628,Surface Water Quality - Ottawa River,Qualité des eaux de surface - Rivière des Outaouais,Cesium-137,Césium-137,Annual Average,Moyenne Annuelle,,3.50E-04,Bq/L
2022,Chalk River Laboratories,Deep River - 9 km upstream of CRL,46.0554,-77.3628,Surface Water Quality - Ottawa River,Qualité des eaux de surface - Rivière des Outaouais,Tritium (HTO),Tritium (Eau tritiée),Annual Average,Moyenne Annuelle,,1.75E+00,Bq/L
2022,Chalk River Laboratories,Deep River - 9 km upstream of CRL,46.0554,-77.3628,Surface Water Quality - Ottawa River,Qualité des eaux de surface - Rivière des Outaouais,Particulate gross beta,Particules bêta brutes,Annual Average,Moyenne Annuelle,,5.00E-02,Bq/L
2022,Chalk River Laboratories,Deep River - 9 km upstream of CRL,46.0554,-77.3628,Surface Water Quality - Ottawa River,Qualité des eaux de surface - Rivière des Outaouais,Particulate gross alpha,Particules alpha brutes,Annual Average,Moyenne Annuelle,,1.00E-02,Bq/L
2022,Chalk River Laboratories,Deep River - 9 km upstream of CRL,46.0554,-77.3628,Surface Water Quality - Ottawa River,Qualité des eaux de surface - Rivière des Outaouais,Cesium-137,Césium-137,Annual Average,Moyenne Annuelle,<,6.00E-04,Bq/L
2022,Chalk River Laboratories,CRL - CRL Intake Well,46.0554,-77.3628,Surface Water Quality - Ottawa River,Qualité des eaux de surface - Rivière des Outaouais,Tritium (HTO),Tritium (Eau tritiée),Annual Average,Moyenne Annuelle,,1.44E+00,Bq/L
2022,Chalk River Laboratories,CRL - CRL Intake Well,46.0554,-77.3628,Surface Water Quality - Ottawa River,Qualité des eaux de surface - Rivière des Outaouais,Particulate gross beta,Particules bêta brutes,Annual Average,Moyenne Annuelle,,5.00E-02,Bq/L
2022,Chalk River Laboratories,CRL - CRL Intake Well,46.0554,-77.3628,Surface Water Quality - Ottawa River,Qualité des eaux de surface - Rivière des Outaouais,Particulate gross alpha,Particules alpha brutes,Annual Average,Moyenne Annuelle,,1.00E-02,Bq/L
2022,Chalk River Laboratories,CRL - CRL Intake Well,46.0554,-77.3628,Surface Water Quality - Ottawa River,Qualité des eaux de surface - Rivière des Outaouais,Cesium-137,Césium-137,Annual Average,Moyenne Annuelle,<,1.70E-03,Bq/L
2022,Chalk River Laboratories,Pointe au Baptême - CRL Downstream Boundary,46.0554,-77.3628,Surface Water Quality - Ottawa River,Qualité des eaux de surface - Rivière des Outaouais,Tritium (HTO),Tritium (Eau tritiée),Annual Average,Moyenne Annuelle,,1.77E+01,Bq/L
2022,Chalk River Laboratories,Pointe au Baptême - CRL Downstream Boundary,46.0554,-77.3628,Surface Water Quality - Ottawa River,Qualité des eaux de surface - Rivière des Outaouais,Particulate gross beta,Particules bêta brutes,Annual Average,Moyenne Annuelle,,1.70E-01,Bq/L
2022,Chalk River Laboratories,Pointe au Baptême - CRL Downstream Boundary,46.0554,-77.3628,Surface Water Quality - Ottawa River,Qualité des eaux de surface - Rivière des Outaouais,Particulate gross alpha,Particules alpha brutes,Annual Average,Moyenne Annuelle,,1.00E-02,Bq/L
2022,Chalk River Laboratories,Highview - 8 km downstream of CRL,46.0554,-77.3628,Surface Water Quality - Ottawa River,Qualité des eaux de surface - Rivière des Outaouais,Tritium (HTO),Tritium (Eau tritiée),Annual Average,Moyenne Annuelle,,ND,Bq/L
2022,Chalk River Laboratories,Highview - 8 km downstream of CRL,46.0554,-77.3628,Surface Water Quality - Ottawa River,Qualité des eaux de surface - Rivière des Outaouais,Particulate gross beta,Particules bêta brutes,Annual Average,Moyenne Annuelle,,8.00E-02,Bq/L
2022,Chalk River Laboratories,Harrington Bay - 9 km downstream of CRL,46.0554,-77.3628,Surface Water Quality - Ottawa River,Qualité des eaux de surface - Rivière des Outaouais,Tritium (HTO),Tritium (Eau tritiée),Annual Average,Moyenne Annuelle,,1.35E+00,Bq/L
2022,Chalk River Laboratories,Harrington Bay - 9 km downstream of CRL,46.0554,-77.3628,Surface Water Quality - Ottawa River,Qualité des eaux de surface - Rivière des Outaouais,Particulate gross beta,Particules bêta brutes,Annual Average,Moyenne Annuelle,,6.00E-02,Bq/L
2022,Chalk River Laboratories,Harrington Bay - 9 km downstream of CRL,46.0554,-77.3628,Surface Water Quality - Ottawa River,Qualité des eaux de surface - Rivière des Outaouais,Particulate gross alpha,Particules alpha brutes,Annual Average,Moyenne Annuelle,,1.00E-02,Bq/L
2022,Chalk River Laboratories,Harrington Bay - 9 km downstream of CRL,46.0554,-77.3628,Surface Water Quality - Ottawa River,Qualité des eaux de surface - Rivière des Outaouais,Cesium-137,Césium-137,Annual Average,Moyenne Annuelle,<,2.20E-03,Bq/L
2022,Chalk River Laboratories,Fort William - 14 km downstream of CRL,46.0554,-77.3628,Surface Water Quality - Ottawa River,Qualité des eaux de surface - Rivière des Outaouais,Tritium (HTO),Tritium (Eau tritiée),Annual Average,Moyenne Annuelle,,1.40E+00,Bq/L
2022,Chalk River Laboratories,Fort William - 14 km downstream of CRL,46.0554,-77.3628,Surface Water Quality - Ottawa River,Qualité des eaux de surface - Rivière des Outaouais,Particulate gross beta,Particules bêta brutes,Annual Average,Moyenne Annuelle,,6.00E-02,Bq/L
2022,Chalk River Laboratories,Fort William - 14 km downstream of CRL,46.0554,-77.3628,Surface Water Quality - Ottawa River,Qualité des eaux de surface - Rivière des Outaouais,Particulate gross alpha,Particules alpha brutes,Annual Average,Moyenne Annuelle,,1.00E-02,Bq/L
2022,Chalk River Laboratories,Fort William - 14 km downstream of CRL,46.0554,-77.3628,Surface Water Quality - Ottawa River,Qualité des eaux de surface - Rivière des Outaouais,Cesium-137,Césium-137,Annual Average,Moyenne Annuelle,<,1.70E-03,Bq/L
2022,Chalk River Laboratories,Petawawa - 18 km downstream of CRL,46.0554,-77.3628,Surface Water Quality - Ottawa River,Qualité des eaux de surface - Rivière des Outaouais,Tritium (HTO),Tritium (Eau tritiée),Annual Average,Moyenne Annuelle,,2.20E+00,Bq/L
2022,Chalk River Laboratories,Petawawa - 18 km downstream of CRL,46.0554,-77.3628,Surface Water Quality - Ottawa River,Qualité des eaux de surface - Rivière des Outaouais,Particulate gross beta,Particules bêta brutes,Annual Average,Moyenne Annuelle,,6.00E-02,Bq/L
2022,Chalk River Laboratories,Petawawa - 18 km downstream of CRL,46.0554,-77.3628,Surface Water Quality - Ottawa River,Qualité des eaux de surface - Rivière des Outaouais,Particulate gross alpha,Particules alpha brutes,Annual Average,Moyenne Annuelle,,1.00E-02,Bq/L
2022,Chalk River Laboratories,Petawawa - 18 km downstream of CRL,46.0554,-77.3628,Surface Water Quality - Ottawa River,Qualité des eaux de surface - Rivière des Outaouais,Cesium-137,Césium-137,Annual Average,Moyenne Annuelle,<,6.70E-04,Bq/L
2022,Chalk River Laboratories,Pembroke - 28 km downstream of CRL,46.0554,-77.3628,Surface Water Quality - Ottawa River,Qualité des eaux de surface - Rivière des Outaouais,Tritium (HTO),Tritium (Eau tritiée),Annual Average,Moyenne Annuelle,,2.00E+00,Bq/L
2022,Chalk River Laboratories,Pembroke - 28 km downstream of CRL,46.0554,-77.3628,Surface Water Quality - Ottawa River,Qualité des eaux de surface - Rivière des Outaouais,Particulate gross beta,Particules bêta brutes,Annual Average,Moyenne Annuelle,,5.00E-02,Bq/L
2022,Chalk River Laboratories,Pembroke - 28 km downstream of CRL,46.0554,-77.3628,Surface Water Quality - Ottawa River,Qualité des eaux de surface - Rivière des Outaouais,Particulate gross alpha,Particules alpha brutes,Annual Average,Moyenne Annuelle,,1.00E-02,Bq/L
2022,Chalk River Laboratories,Pembroke - 28 km downstream of CRL,46.0554,-77.3628,Surface Water Quality - Ottawa River,Qualité des eaux de surface - Rivière des Outaouais,Cesium-137,Césium-137,Annual Average,Moyenne Annuelle,,4.70E-04,Bq/L
2008,Chalk River Laboratories,"On-site - Main Gate, B449J",46.0554,-77.3628,Absorbed Dose,Dose absorbée,Absorbed Dose,Dose absorbée,Annual Average,Moyenne Annuelle,,813,µGy
2008,Chalk River Laboratories,On-site - Perch Lake Main,46.0554,-77.3628,Absorbed Dose,Dose absorbée,Absorbed Dose,Dose absorbée,Annual Average,Moyenne Annuelle,,330,µGy
2008,Chalk River Laboratories,On-site - C-2 Fire Trail at Hydro Line,46.0554,-77.3628,Absorbed Dose,Dose absorbée,Absorbed Dose,Dose absorbée,Annual Average,Moyenne Annuelle,,267,µGy
2008,Chalk River Laboratories,Boundary - Pointe au Baptême,46.0554,-77.3628,Absorbed Dose,Dose absorbée,Absorbed Dose,Dose absorbée,Annual Average,Moyenne Annuelle,,398,µGy
2008,Chalk River Laboratories,Boundary - C-2 Fire Trail,46.0554,-77.3628,Absorbed Dose,Dose absorbée,Absorbed Dose,Dose absorbée,Annual Average,Moyenne Annuelle,,331,µGy
2008,Chalk River Laboratories,Boundary - Balmer Bay,46.0554,-77.3628,Absorbed Dose,Dose absorbée,Absorbed Dose,Dose absorbée,Annual Average,Moyenne Annuelle,,377,µGy
2008,Chalk River Laboratories,Boundary - East Mattawa Rd.,46.0554,-77.3628,Absorbed Dose,Dose absorbée,Absorbed Dose,Dose absorbée,Annual Average,Moyenne Annuelle,,329,µGy
2008,Chalk River Laboratories,"Boundary - Bldg. 560, Outdoors",46.0554,-77.3628,Absorbed Dose,Dose absorbée,Absorbed Dose,Dose absorbée,Annual Average,Moyenne Annuelle,,246,µGy
2008,Chalk River Laboratories,"Off-site - Ottawa St., Chalk River",46.0554,-77.3628,Absorbed Dose,Dose absorbée,Absorbed Dose,Dose absorbée,Annual Average,Moyenne Annuelle,,354,µGy
2008,Chalk River Laboratories,Off-site - Mountain View Subdivision,46.0554,-77.3628,Absorbed Dose,Dose absorbée,Absorbed Dose,Dose absorbée,Annual Average,Moyenne Annuelle,,294,µGy
2008,Chalk River Laboratories,"Off-site - MacDonald, Deep River",46.0554,-77.3628,Absorbed Dose,Dose absorbée,Absorbed Dose,Dose absorbée,Annual Average,Moyenne Annuelle,,363,µGy
2008,Chalk River Laboratories,Off-site - Harrington Bay,46.0554,-77.3628,Absorbed Dose,Dose absorbée,Absorbed Dose,Dose absorbée,Annual Average,Moyenne Annuelle,,408,µGy
2008,Chalk River Laboratories,"Off-site - Pembroke, Golf Course Rd.",46.0554,-77.3628,Absorbed Dose,Dose absorbée,Absorbed Dose,Dose absorbée,Annual Average,Moyenne Annuelle,,302,µGy
2008,Chalk River Laboratories,Off-site - NPD Des Joachims,46.0554,-77.3628,Absorbed Dose,Dose absorbée,Absorbed Dose,Dose absorbée,Annual Average,Moyenne Annuelle,,320,µGy
2008,Chalk River Laboratories,Off-site - NPD Hwy 17 Gate,46.0554,-77.3628,Absorbed Dose,Dose absorbée,Absorbed Dose,Dose absorbée,Annual Average,Moyenne Annuelle,,256,µGy
2008,Chalk River Laboratories,Off-site - NPD Reactor Site,46.0554,-77.3628,Absorbed Dose,Dose absorbée,Absorbed Dose,Dose absorbée,Annual Average,Moyenne Annuelle,,373,µGy
